date,time,wind,dis1,dis2,dis3,dis4,ang1x,ang1z,ang2x,ang2z,ang3x,ang3z
10.08.2019,11:10:59,2.99,1.521,1.039,1.055,1.791,7.3823,-6.5754,4.6215,0.9058,1.2451,2.5854
10.08.2019,11:10:59,2.99,1.557,1.038,1.056,1.791,7.6221,-6.3079,4.7478,1.1437,1.3291,2.9495
10.08.2019,11:10:59,2.99,1.528,1.037,1.049,1.791,7.6221,-6.3079,4.7478,1.1437,1.3291,2.8585
10.08.2019,11:11:00,2.99,1.563,1.037,1.048,1.791,7.6221,-6.3079,4.7478,1.0038,1.3291,2.7464
10.08.2019,11:11:00,2.99,1.583,1.037,1.051,1.791,7.6221,-6.4768,4.7478,1.0038,1.2102,2.876
10.08.2019,11:11:00,2.64,1.626,1.036,1.049,1.791,7.5233,-6.3642,4.7478,1.0038,1.455,2.946
10.08.2019,11:11:00,2.64,1.545,1.037,1.103,1.791,6.7338,-6.1672,3.9902,1.0038,0.9303,2.827
10.08.2019,11:11:00,2.64,1.589,1.036,1.145,1.791,6.7303,-6.1672,3.9902,1.0038,0.8604,2.9075
10.08.2019,11:11:00,2.64,1.653,1.036,1.204,1.791,6.3536,-5.8999,3.6817,1.1857,0.6785,2.9075
10.08.2019,11:11:01,2.64,1.659,1.036,1.08,1.791,6.1003,-5.5625,3.5731,1.434,0.6785,3.1001
10.08.2019,11:11:01,2.64,1.639,1.037,1.131,1.791,5.4957,-5.169,2.9005,1.616,0.1749,3.2297
10.08.2019,11:11:01,2.64,1.586,1.036,1.068,1.791,4.7232,-5.3095,2.2984,1.3921,-0.2728,3.0791
10.08.2019,11:11:01,2.55,1.637,1.036,1.075,1.791,4.4706,-5.2112,2.1689,1.3921,-0.4547,3.1422
10.08.2019,11:11:01,2.55,1.607,1.036,1.097,1.791,5.2849,-5.5765,2.953,1.3921,0.1259,2.9846
10.08.2019,11:11:01,2.55,1.656,1.036,1.109,1.791,5.7206,-5.9175,3.1912,1.1157,0.1259,2.869
10.08.2019,11:11:02,2.55,1.595,1.034,1.201,1.791,7.1284,-6.4487,4.439,0.9898,1.0493,2.8585
10.08.2019,11:11:02,2.55,1.623,1.033,1.177,1.791,7.961,-6.6317,5.0567,0.9898,1.553,2.8585
10.08.2019,11:11:02,2.55,1.687,1.03,1.127,1.791,8.1588,-6.2375,5.2674,1.3676,1.8329,3.1001
10.08.2019,11:11:02,2.72,1.706,1.029,1.076,1.791,7.4105,-6.2375,4.5232,1.1577,1.2661,3.1001
10.08.2019,11:11:02,2.72,1.57,1.023,1.058,1.791,6.1848,-6.0968,3.3453,1.1577,0.1889,2.925
10.08.2019,11:11:03,2.72,1.574,1.018,1.035,1.791,6.7902,-6.336,3.3453,1.1577,0.1889,2.925
10.08.2019,11:11:03,2.72,1.556,1.014,1.044,1.791,8.1447,-4.8601,4.8987,2.4629,1.3711,3.8394
10.08.2019,11:11:03,2.72,1.461,1.008,0.988,1.791,7.5798,-2.967,3.864,3.5661,0.4966,4.6109
10.08.2019,11:11:03,2.72,1.49,1.005,0.985,1.791,7.3681,-1.7069,3.6852,4.3478,0.3567,5.0497
10.08.2019,11:11:03,2.72,1.572,1.003,0.977,1.791,9.3761,-2.1829,3.7939,4.3478,0.3567,5.2252
10.08.2019,11:11:03,3.25,1.636,0.998,0.977,1.791,10.4412,-1.7769,5.3517,4.197,1.623,5.0005
10.08.2019,11:11:04,3.25,1.636,0.995,0.982,1.791,7.9892,1.2032,5.8296,4.8987,1.679,5.6503
10.08.2019,11:11:04,3.25,1.601,0.995,0.984,1.791,6.7338,3.4434,2.0884,8.4875,0.2588,6.9557
10.08.2019,11:11:04,3.25,1.702,0.995,0.979,1.791,6.9734,3.4434,2.8445,8.4875,-0.7484,8.0104
10.08.2019,11:11:04,3.25,1.932,0.997,0.971,1.791,5.5238,3.3033,1.483,8.0811,0.0839,8.0104
10.08.2019,11:11:04,3.25,1.65,0.997,1.043,1.791,4.639,3.1352,1.1192,7.9398,-1.0562,7.8056
10.08.2019,11:11:04,3.25,1.538,1,1.053,1.791,4.9759,2.0254,1.3571,6.6423,-1.1822,6.5155
10.08.2019,11:11:05,2.55,1.764,1.006,1.092,1.791,3.5731,-0.0699,0.5036,4.9408,-1.7279,5.3025
10.08.2019,11:11:05,2.55,1.809,1.008,1.05,1.791,3.0406,-1.2871,0.3637,3.8044,-1.609,4.7443
10.08.2019,11:11:05,2.55,1.728,1.011,1.031,1.791,4.1199,-1.7489,1.2591,3.9446,-1.511,5.1726
10.08.2019,11:11:05,2.55,1.665,1.012,1.079,1.791,3.3769,-1.7489,0.2798,4.1409,-2.0219,5.0532
10.08.2019,11:11:05,2.55,1.75,1.016,1.063,1.791,2.7604,-1.7489,-0.014,3.4259,-2.2459,4.3233
10.08.2019,11:11:05,2.55,1.692,1.02,1.088,1.791,1.7244,-2.813,-0.4057,2.8375,-2.2459,4.1164
10.08.2019,11:11:06,2.55,1.744,1.021,1.046,1.791,1.9484,-2.813,-0.4092,2.8375,-2.6099,4.0603
10.08.2019,11:11:06,3.16,1.708,1.022,1.032,1.791,0.9128,-3.2613,-0.9933,2.4314,-2.6659,3.7798
10.08.2019,11:11:06,3.16,1.785,1.023,1.032,1.791,1.4306,-3.8499,-0.3882,1.9239,-2.2109,3.6432
10.08.2019,11:11:06,3.16,1.745,1.023,1.063,1.791,3.1527,-4.0042,1.0108,2.2599,-0.9513,3.6432
10.08.2019,11:11:06,3.16,1.752,1.024,1.129,1.791,4.5408,-3.5135,2.5049,2.9075,-0.7834,4.2216
10.08.2019,11:11:06,3.16,1.682,1.026,1.223,1.791,5.4535,-2.9951,2.5049,3.0581,0.4896,4.0007
10.08.2019,11:11:07,3.16,1.761,1.027,1.07,1.791,6.836,-3.6537,3.4609,2.876,0.1329,4.2917
10.08.2019,11:11:07,3.16,1.703,1.03,1.102,1.791,6.5648,-3.4855,3.4609,2.6939,0.6295,3.4434
10.08.2019,11:11:07,3.51,1.558,1.032,1.286,1.791,6.6775,-5.1971,4.1164,1.4655,1.0353,2.8865
10.08.2019,11:11:07,3.51,1.627,1.035,1.126,1.791,7.0297,-5.8858,4.2882,1.2102,1.3291,2.8865
10.08.2019,11:11:07,3.51,1.54,1.036,1.122,1.791,7.9327,-6.5331,5.3798,0.71,2.1409,2.2389
10.08.2019,11:11:07,3.51,1.517,1.037,1.064,1.791,9.0077,-7.3082,6.2938,0.4302,2.4209,2.3334
10.08.2019,11:11:08,3.51,1.511,1.038,1.074,1.791,8.2153,-7.3928,6.0124,0.4267,1.9799,2.4139
10.08.2019,11:11:08,3.51,1.513,1.038,1.076,1.791,7.354,-7.3928,5.0426,0.4267,1.4201,2.2704
10.08.2019,11:11:08,3.51,1.506,1.038,1.054,1.791,7.2271,-7.5621,4.7197,0.1224,1.3501,2.1304
10.08.2019,11:11:08,4.13,1.527,1.037,1.147,1.791,7.354,-7.5621,4.7197,0.1224,1.455,2.1934
10.08.2019,11:11:08,4.13,1.548,1.037,1.178,1.791,7.354,-7.2236,4.8636,0.1224,1.455,2.2634
10.08.2019,11:11:08,4.13,1.603,1.036,1.137,1.791,7.1989,-6.6176,4.6776,0.4861,1.1822,2.6134
10.08.2019,11:11:08,4.13,1.616,1.036,1.232,1.791,6.8888,-6.2938,4.3829,0.9198,0.9583,2.8095
10.08.2019,11:11:09,4.13,1.475,1.031,1.139,1.791,6.8888,-6.2903,4.176,0.9233,0.9583,2.8095
10.08.2019,11:11:09,4.13,1.579,1.03,1.069,1.791,6.8888,-5.7312,4.176,1.1297,0.8884,3.0721
10.08.2019,11:11:09,4.13,1.499,1.027,1.062,1.791,6.8888,-4.9584,4.0463,1.6615,0.7764,3.3664
10.08.2019,11:11:09,3.07,1.457,1.025,1.065,1.791,6.8888,-4.6916,4.0428,1.9659,0.7764,3.3664
10.08.2019,11:11:09,3.07,1.455,1.025,1.053,1.791,6.2551,-3.9761,3.1071,2.5994,0.3287,3.7308
10.08.2019,11:11:09,3.07,1.597,1.026,1.1,1.791,5.8753,-3.8219,3.1071,2.862,0.1049,3.9832
10.08.2019,11:11:10,3.07,1.603,1.024,1.108,1.791,6.4944,-3.2472,3.1071,2.862,0.1049,3.9832
10.08.2019,11:11:10,3.07,1.631,1.022,1.085,1.791,8.1871,-3.2472,5.2112,3.1737,1.609,4.4987
10.08.2019,11:11:10,3.07,1.639,1.022,1.062,1.791,9.0643,-4.0883,5.2147,2.7114,1.609,3.9586
10.08.2019,11:11:10,3.07,1.634,1.021,1.043,1.791,9.0643,-4.3829,5.3938,2.5854,1.6125,3.7763
10.08.2019,11:11:10,2.9,1.614,1.023,1.101,1.791,9.0679,-4.2707,5.3973,2.8235,1.7629,3.9796
10.08.2019,11:11:10,2.9,1.582,1.025,1.214,1.791,9.0679,-4.0182,5.155,2.8235,1.6999,4.1199
10.08.2019,11:11:11,2.9,1.56,1.025,1.057,1.791,8.6962,-4.2005,5.155,2.8235,1.6999,4.1199
10.08.2019,11:11:11,2.9,1.548,1.027,1.004,1.791,8.8944,-4.5092,5.3692,2.5014,1.9589,3.9621
10.08.2019,11:11:11,2.9,1.533,1.028,1.007,1.791,8.4557,-4.8461,5.0567,2.2634,1.616,3.7097
10.08.2019,11:11:11,2.9,1.512,1.03,1.004,1.791,8.0458,-4.6636,4.5513,2.5434,1.3221,3.7728
10.08.2019,11:11:11,2.9,1.497,1.03,1.013,1.791,7.481,-4.1304,4.5478,2.8655,1.2242,4.2216
10.08.2019,11:11:11,2.9,1.478,1.032,1.007,1.791,7.8621,-4.2426,5.0005,2.2074,1.665,3.6677
10.08.2019,11:11:12,2.9,1.453,1.034,1.001,1.791,8.3143,-5.5062,5.5765,1.4375,2.0849,3.1947
10.08.2019,11:11:12,2.9,1.452,1.035,1.074,1.791,8.767,-6.7021,5.9843,0.5841,2.2949,2.5504
10.08.2019,11:11:12,2.9,1.481,1.035,1.066,1.791,8.767,-7.7315,5.8155,-0.0595,2.1339,2.0499
10.08.2019,11:11:12,2.9,1.538,1.034,1.064,1.791,8.074,-8.1411,5.3657,-0.1993,1.6859,2.0499
10.08.2019,11:11:12,2.9,1.579,1.032,1.099,1.791,7.5233,-7.2553,5.2533,0.3742,1.7769,2.4594
10.08.2019,11:11:12,2.9,1.526,1.03,1.052,1.791,6.2551,-6.917,4.1865,0.3777,0.9023,2.4594
10.08.2019,11:11:13,2.81,1.492,1.025,1.012,1.791,5.299,-6.7867,3.1912,0.5141,0.1329,2.5959
10.08.2019,11:11:13,2.81,1.563,1.022,1.012,1.791,5.819,-5.4781,2.9425,1.0702,-0.1189,3.0756
10.08.2019,11:11:13,2.81,1.557,1.014,1.086,1.791,6.5367,-3.3173,3.1492,2.7675,0.0979,4.4145
10.08.2019,11:11:13,2.81,1.563,1.007,1.057,1.791,7.4387,-2.2669,3.6256,3.7623,0.3777,4.8671
10.08.2019,11:11:13,2.81,1.511,1.004,1.063,1.791,7.4387,-1.4306,3.6256,4.3934,0.2728,5.3411
10.08.2019,11:11:13,2.81,1.454,0.998,1.044,1.791,8.4133,0.0699,3.864,5.559,0.6155,6.2129
10.08.2019,11:11:14,2.81,1.463,0.995,1.015,1.791,7.961,2.0569,3.9902,7.0227,0.2868,7.1531
10.08.2019,11:11:14,4.04,1.432,0.994,1.037,1.791,6.6352,2.6589,2.4769,7.8409,-0.7764,7.6892
10.08.2019,11:11:14,4.04,1.375,0.994,1.072,1.791,6.6352,2.4489,2.0604,7.8409,-0.7764,7.5939
10.08.2019,11:11:14,4.04,1.433,0.993,1.006,1.791,6.1285,0.8394,2.4349,6.7409,-0.8604,6.5719
10.08.2019,11:11:14,4.04,1.576,0.992,0.995,1.791,5.6503,0.1539,1.7944,5.682,-0.9863,6.0898
10.08.2019,11:11:14,4.04,1.635,0.992,1.009,1.791,5.299,0.8114,1.679,5.9948,-1.1822,6.3818
10.08.2019,11:11:15,4.04,1.553,0.992,1.04,1.791,5.6784,1.539,1.679,6.6141,-0.9093,7.0121
10.08.2019,11:11:15,4.04,1.587,0.993,1.017,1.791,5.4535,1.9869,1.8609,6.9381,-1.0003,6.9593
10.08.2019,11:11:15,4.39,1.616,0.994,0.999,1.791,5.8612,2.5889,2.4489,7.3752,-1.1822,7.5763
10.08.2019,11:11:15,4.39,1.426,0.996,1.012,1.791,6.9875,1.9869,2.7009,6.5578,-0.1819,6.9628
10.08.2019,11:11:15,4.39,1.479,0.999,1.049,1.791,6.7057,0.7135,2.7009,5.8401,-0.3427,6.5719
10.08.2019,11:11:15,4.39,1.519,1.006,1.056,1.791,6.4803,-0.042,3.1211,5.292,-0.1539,6.0757
10.08.2019,11:11:16,4.39,1.517,1.011,1.048,1.791,6.4803,-1.0493,3.4469,4.9373,0.042,5.8542
10.08.2019,11:11:16,4.39,1.531,1.012,1.108,1.791,7.3399,-1.525,4.3969,4.169,0.8814,5.6538
10.08.2019,11:11:16,4.39,1.5,1.014,1.072,1.791,8.2153,-2.939,6.139,2.7955,1.3431,5.2217
10.08.2019,11:11:16,7.36,1.54,1.014,1.103,1.791,10.4839,-6.0019,8.0281,0.3322,2.883,3.3769
10.08.2019,11:11:16,7.36,1.489,1.013,1.055,1.791,11.7956,-8.721,8.0316,0.7904,3.6817,2.4769
10.08.2019,11:11:16,7.36,1.562,1.011,1.025,1.791,11.7813,-3.8499,7.7739,3.0336,3.5626,3.4539
10.08.2019,11:11:17,7.36,1.604,1.01,1.03,1.791,9.1918,-1.9169,5.3798,4.3654,2.4839,4.8812
10.08.2019,11:11:17,7.36,1.572,1.01,0.988,1.791,7.9045,-1.3431,4.2146,4.646,1.0283,5.4957
10.08.2019,11:11:17,7.36,1.524,1.011,0.998,1.791,6.424,-0.9373,3.2192,4.8285,0.6085,5.1374
10.08.2019,11:11:17,7.36,1.51,1.013,1.016,1.791,4.6952,-1.3291,2.1024,4.5443,-0.3148,5.5765
10.08.2019,11:11:17,6.31,1.486,1.013,1.105,1.791,3.9656,-1.7104,1.2591,4.0848,-0.6225,5.0707
10.08.2019,11:11:17,6.31,1.49,1.014,1.065,1.791,5.1445,-3.4154,2.2389,3.482,-0.7205,5.0707
10.08.2019,11:11:18,6.31,1.546,1.013,1.063,1.791,6.4803,-4.832,3.5556,2.4734,0.1819,4.6355
10.08.2019,11:11:18,6.31,1.607,1.008,1.06,1.791,9.1493,-5.4781,6.0265,1.8854,2.5189,3.864
10.08.2019,11:11:18,6.31,1.605,1.002,1.084,1.791,9.6314,-4.6355,5.5484,2.7955,1.56,4.0077
10.08.2019,11:11:18,6.31,1.539,0.996,1.044,1.791,11.3387,-2.2424,6.843,4.646,2.5189,5.2849
10.08.2019,11:11:18,4.47,1.499,0.991,1.053,1.791,11.6099,-0.3497,6.674,6.0652,2.2179,7.1355
10.08.2019,11:11:19,4.47,1.499,0.987,1.026,1.791,10.7828,1.609,5.9421,7.4598,1.2941,8.014
10.08.2019,11:11:19,4.47,1.527,0.979,1.042,1.791,9.5747,3.0791,5.9421,7.4598,1.2941,8.014
10.08.2019,11:11:19,4.47,1.587,0.977,1.096,1.791,9.3903,3.1912,4.4566,8.5865,0.9653,8.0634
10.08.2019,11:11:19,4.47,1.533,0.974,1.031,1.791,9.8159,3.1912,4.7478,8.5865,1.3011,8.3744
10.08.2019,11:11:19,4.47,1.511,0.974,1.04,1.791,10.555,4.1585,5.1269,9.3548,1.0702,9.0147
10.08.2019,11:11:19,4.47,1.545,0.975,1.036,1.791,10.2421,5.0988,4.6636,10.164,0.4547,8.8377
10.08.2019,11:11:20,4.39,1.574,0.977,1.032,1.791,9.2485,4.1865,4.0322,9.3123,0.2168,8.0634
10.08.2019,11:11:20,4.39,1.595,0.981,1.119,1.791,8.3284,2.9811,3.5976,8.3779,-0.0909,7.4281
10.08.2019,11:11:20,4.39,1.653,0.986,1.035,1.791,7.8056,2.2529,3.1912,7.6433,0.1958,6.7127
10.08.2019,11:11:20,4.39,1.657,0.99,1.051,1.791,7.8056,0.7135,3.5275,6.4592,0.3078,6.2622
10.08.2019,11:11:20,4.39,1.662,0.993,1.054,1.791,8.3143,-0.2798,5.1129,5.3622,1.3711,6.1742
10.08.2019,11:11:20,4.39,1.565,0.996,1.132,1.791,9.3761,-1.2591,5.1129,5.3622,1.469,6.1742
10.08.2019,11:11:21,4.39,1.504,1.001,1.056,1.791,9.2344,-1.2626,3.3874,5.0391,0.2588,5.7522
10.08.2019,11:11:21,3.95,1.662,1.004,1.04,1.791,4.7232,-1.2451,1.581,4.6601,-1.0283,5.5554
10.08.2019,11:11:21,3.95,1.675,1.007,1.017,1.791,4.7197,-2.4349,1.8644,3.6607,-0.6855,4.9022
10.08.2019,11:11:21,3.95,1.647,1.009,1.032,1.791,4.4987,-2.4349,1.8644,3.6607,-0.6855,4.9022
10.08.2019,11:11:21,3.95,1.67,1.009,1.065,1.791,5.0883,-2.7569,2.0149,3.6607,-0.6855,4.9022
10.08.2019,11:11:21,3.95,1.609,1.008,1.016,1.791,5.7628,-2.1969,2.5084,3.9832,-0.3777,5.0461
10.08.2019,11:11:21,3.95,1.57,1.006,1.055,1.791,5.0742,-2.1934,1.9169,3.9832,-0.8184,5.0461
10.08.2019,11:11:22,3.95,1.645,1.006,1.037,1.791,4.0918,-2.1934,1.3291,3.8324,-1.1542,4.9689
10.08.2019,11:11:22,3.42,1.627,1.003,1.029,1.791,4.5408,-2.3789,1.595,3.8289,-1.0073,4.9689
10.08.2019,11:11:22,3.42,1.522,1,1.063,1.791,6.6493,-2.6344,3.3033,3.8289,0.2938,4.8882
10.08.2019,11:11:22,3.42,1.566,0.999,1.102,1.791,8.074,-2.0289,4.2987,4.7302,0.9653,5.8296
10.08.2019,11:11:22,3.42,1.576,0.994,1.032,1.791,8.9935,-0.9933,4.6952,5.5414,0.8744,6.2833
10.08.2019,11:11:22,3.42,1.487,0.993,1.109,1.791,9.2911,-0.8394,4.6987,5.5414,1.0353,5.8507
10.08.2019,11:11:23,3.42,1.467,0.993,1.033,1.791,9.4612,-0.8394,5.0286,5.5414,1.3431,6.1144
10.08.2019,11:11:23,3.42,1.494,0.992,1.065,1.791,9.8017,0.0839,5.0286,6.417,1.0982,6.7726
10.08.2019,11:11:23,4.13,1.438,0.991,1.047,1.791,9.2202,0.8534,4.6074,6.8254,0.8324,7.0967
10.08.2019,11:11:23,4.13,1.663,0.991,1.045,1.791,8.5688,1.2871,3.8079,6.9381,0.2728,6.8501
10.08.2019,11:11:23,4.13,1.658,0.991,1.031,1.791,8.5653,0.5876,4.2847,6.3044,1.0213,6.5543
10.08.2019,11:11:23,4.13,1.539,0.993,1.024,1.791,8.3426,0.7974,4.0322,6.5578,0.4966,6.7268
10.08.2019,11:11:24,4.13,1.569,0.994,1.037,1.791,7.8763,0.7974,3.6397,6.5578,0.3847,6.7268
10.08.2019,11:11:24,4.13,1.698,0.995,1.059,1.791,7.2835,0.5176,3.3628,6.0757,0.1189,6.2868
10.08.2019,11:11:24,4.13,1.655,0.997,1.052,1.791,6.6212,0.2238,2.7429,5.9245,-0.3287,6.2868
10.08.2019,11:11:24,6.49,1.582,1,1.03,1.791,5.7769,0.0839,2.1269,5.7698,-0.8464,6.2024
10.08.2019,11:11:24,6.49,1.573,1.003,0.987,1.791,4.9057,-0.2238,1.2486,5.1901,-1.49,5.682
10.08.2019,11:11:24,6.49,1.604,1.004,0.996,1.791,5.0742,-1.469,2.0009,4.3093,-0.2798,5.0848
10.08.2019,11:11:25,6.49,1.564,1.004,0.988,1.791,6.6634,-2.7289,3.4469,3.871,0.4756,5.2042
10.08.2019,11:11:25,6.49,1.607,1.007,1.006,1.791,5.4535,-2.5469,3.5731,4.0813,-0.063,4.9724
10.08.2019,11:11:25,6.49,1.61,1.006,1.088,1.791,4.4145,-3.0931,1.8364,3.5906,-1.504,4.4917
10.08.2019,11:11:25,6.49,1.568,1.006,1.051,1.791,5.6363,-3.0966,1.4166,2.946,-0.8254,4.155
110.08.2019,11:11:25,5.44,1.545,1.005,1.058,1.791,7.4528,-2.4209,3.6116,4.0007,0.5736,5.1445
10.08.2019,11:11:26,5.44,1.502,1.003,1.097,1.791,7.0156,-2.0989,3.2052,4.2672,0.2728,5.0567
10.08.2019,11:11:26,5.44,1.513,1.001,1.07,1.791,7.0156,-1.581,3.569388608,4.2672,0.2728,5.0567
10.08.2019,11:11:26,5.44,1.414,1.001,1.105,1.791,7.4387,-0.8394,3.5696,5.2498,0.3497,5.6363
10.08.2019,11:11:26,5.44,1.433,1,1.107,1.791,7.735,-0.5316,3.8079,5.6152,0.5456,6.0124
10.08.2019,11:11:26,5.44,1.447,0.999,1.079,1.791,7.735,-0.5316,3.8079,5.3622,0.5456,6.1003
10.08.2019,11:11:26,4.56,1.412,0.998,1.067,1.791,7.8904,-0.8534,3.8114,5.0953,0.4966,5.7839
10.08.2019,11:11:27,4.56,1.607,0.998,1.066,1.791,7.213,-0.8569,3.2192,4.9268,0.2588,5.5449
10.08.2019,11:11:27,4.56,1.666,0.998,1.06,1.791,6.7057,-0.8569,3.2192,4.9268,0.2588,5.5449
10.08.2019,11:11:27,4.56,1.62,0.999,1.051,1.791,6.1707,-0.2098,2.2844,5.5976,-0.4407,6.0406
10.08.2019,11:11:27,4.56,1.768,1,1.041,1.791,5.1304,-0.2063,1.4271,5.1234,-0.9583,5.8788
10.08.2019,11:11:27,4.56,1.603,1.002,1.04,1.791,4.8355,-0.3218,1.6405,5.1234,-1.2242,5.5836
10.08.2019,11:11:27,4.56,1.501,1.004,1.05,1.791,5.4676,-0.3253,2.2529,5.1234,-0.6155,5.6925
10.08.2019,11:11:28,5,1.517,1.007,1.118,1.791,5.6363,-0.6575,2.1024,4.7969,-0.6155,5.4887
10.08.2019,11:11:28,5,1.657,1.009,1.058,1.791,5.3552,-1.1472,1.9029,4.7969,-0.7484,5.6081
10.08.2019,11:11:28,5,1.67,1.008,1.038,1.791,4.9619,-1.7629,1.9029,3.6922,-0.8884,4.8882
10.08.2019,11:11:28,5,1.617,1.011,1.083,1.791,5.313,-2.869,2.6904,3.3523,-0.5036,4.5513
10.08.2019,11:11:28,5,1.542,1.013,1.024,1.791,6.5789,-3.0651,3.3909,3.1982,0.3357,4.5513
10.08.2019,11:11:28,5,1.574,1.013,1.011,1.791,5.8612,-3.4434,2.5049,3.1982,-0.2028,4.4811
10.08.2019,11:11:29,5,1.496,1.013,0.998,1.791,5.3411,-2.897,2.2564,3.4785,-0.5106,4.7829
10.08.2019,11:11:29,5.7,1.561,1.013,1.03,1.791,5.1866,-3.2613,2.5469,3.0056,-0.3357,4.3513
10.08.2019,11:11:29,5.7,1.634,1.012,1.015,1.791,6.0019,-3.2613,2.9951,3.2998,-0.0979,4.4425
10.08.2019,11:11:29,5.7,1.612,1.012,1.074,1.791,7.5798,-2.5049,3.7833,3.7868,0.5036,4.8496
10.08.2019,11:11:29,5.7,1.577,1.011,1.075,1.791,7.1707,-2.967,3.892,3.7868,0.6435,4.8496
10.08.2019,11:11:29,5.7,1.595,1.01,1.056,1.791,7.1707,-2.967,3.892,3.51,0.6435,4.7162
10.08.2019,11:11:30,5.7,1.581,1.008,1.07,1.791,7.5233,-2.967,3.6537,4.0287,0.3987,5.0918
10.08.2019,11:11:30,5.7,1.534,1.007,1.053,1.791,8.0881,-3.8359,4.4531,3.1036,0.9933,4.411
10.08.2019,11:11:30,5,1.619,1.007,1.034,1.791,8.8944,-3.2893,4.832,3.1036,1.3291,4.3513
10.08.2019,11:11:30,5,1.568,1.005,0.996,1.791,9.8159,-2.6309,5.2252,4.0287,1.469,5.0777
10.08.2019,11:11:30,5,1.686,1.003,0.997,1.791,10.7401,-2.6274,6.1531,4.3093,2.1829,5.2955
10.08.2019,11:11:30,5,1.608,1.003,1.005,1.791,10.5693,-2.6274,6.4768,4.3128,2.3929,5.2955
10.08.2019,11:11:31,5,1.576,1.002,1.015,1.791,10.2137,-2.4629,6.0265,4.4215,2.0639,5.2955
10.08.2019,11:11:31,5,1.56,1.001,1.032,1.791,9.7024,-2.4629,5.8893,4.1234,1.9939,5.0426
10.08.2019,11:11:31,5,1.604,1,1.084,1.791,9.5179,-2.0989,5.4254,4.6144,1.672,5.3552
10.08.2019,11:11:31,4.13,1.633,1,1.077,1.791,9.9011,-1.9169,5.6468,4.8566,1.672,5.4781
10.08.2019,11:11:31,4.13,1.48,0.999,1.071,1.791,9.7166,-1.7069,5.3376,4.8601,1.8469,5.4781
10.08.2019,11:11:31,4.13,1.532,0.998,1.044,1.791,9.8159,-1.539,5.7171,4.8601,1.616,5.7487
10.08.2019,11:11:32,4.13,1.54,0.997,1.043,1.791,9.8195,-1.8469,5.3095,4.7443,1.2801,5.5554
10.08.2019,11:11:32,4.13,1.543,0.997,1.038,1.791,8.9369,-1.3711,4.3829,5.1515,0.8884,5.8999
10.08.2019,11:11:32,4.13,1.696,0.997,1.021,1.791,8.0034,-0.5876,3.1492,6.037,-0.3567,6.4944
10.08.2019,11:11:32,4.13,1.509,0.997,1.064,1.791,6.241,0.8674,1.9029,6.2903,-0.8044,6.4311
10.08.2019,11:11:32,4.65,1.399,0.997,1.016,1.791,5.6644,0.668,1.5985,5.8788,-1.0562,6.1637
10.08.2019,11:11:32,4.65,1.422,0.998,1.042,1.791,4.4285,0.2798,1.2486,5.6398,-1.476,6.1637
10.08.2019,11:11:33,4.65,1.413,0.999,1.044,1.791,4.8075,0.4197,1.7069,5.5168,-0.7415,5.8542
10.08.2019,11:11:33,4.65,1.476,1.002,1.01,1.791,5.6784,-0.1119,2.4629,5.306,-0.2518,5.7417
10.08.2019,11:11:33,4.65,1.55,1.003,1.077,1.791,6.03,-0.8534,2.6029,4.9268,-0.2518,5.4711
10.08.2019,11:11:33,4.65,1.622,1.006,1.021,1.791,6.3255,-1.4131,2.813,4.0007,-0.2483,4.8145
10.08.2019,11:11:33,4.65,1.615,1.008,1.06,1.791,6.3255,-2.1829,3.2472,3.9972,0.3078,4.9759
10.08.2019,11:11:33,3.51,1.656,1.009,1.165,1.791,7.8904,-2.6029,4.0322,3.9972,0.7554,4.9759
10.08.2019,11:11:33,3.51,1.589,1.01,1.125,1.791,8.8094,-3.5135,4.7338,3.6361,1.581,4.5899
10.08.2019,11:11:34,3.51,1.629,1.011,1.121,1.791,9.8301,-3.6817,5.6187,3.4399,1.9729,4.5899
10.08.2019,11:11:34,3.51,1.577,1.012,1.234,1.791,10.8967,-4.5092,6.328,3.4399,1.9729,4.5899
10.08.2019,11:11:34,3.51,1.587,1.013,1.058,1.791,11.5956,-4.639,7.548,2.9635,3.2893,4.1409
10.08.2019,11:11:34,3.51,1.476,1.014,1.064,1.791,10.2279,-3.864,6.9276,2.9635,2.1199,4.3443
10.08.2019,11:11:34,3.51,1.561,1.014,1.026,1.791,7.8198,-3.2052,4.9479,3.3383,0.8604,4.2812
10.08.2019,11:11:34,3.07,1.554,1.015,1.089,1.791,6.4663,-3.2052,3.4574,3.0756,0.2868,4.183
10.08.2019,11:11:35,3.07,1.607,1.017,1.06,1.791,6.227,-2.967,3.3208,3.1842,0.2868,4.2917
10.08.2019,11:11:35,3.07,1.555,1.018,0.991,1.791,6.3396,-3.3033,3.3208,3.1842,0.2868,4.2917
10.08.2019,11:11:35,3.07,1.552,1.02,0.995,1.791,7.0861,-3.9481,3.7273,2.904,0.9373,4.1444
10.08.2019,11:11:35,3.07,1.541,1.019,0.987,1.791,7.848,-3.8219,4.5513,2.904,0.9373,4.1444
10.08.2019,11:11:35,3.07,1.577,1.019,0.988,1.791,6.8888,-4.3689,3.9481,2.6974,0.6225,3.7097
10.08.2019,11:11:35,3.07,1.493,1.02,1.049,1.791,7.1002,-5.436,3.9481,1.8959,1.2311,3.4855
10.08.2019,11:11:36,2.72,1.588,1.019,1.031,1.791,8.1164,-5.7171,4.8776,1.7699,1.637,3.4855
